REF_AREA,TIME_PERIOD,INDICATOR,OBS_VALUE,REF_AREA_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,FREQ,OBS_STATUS,INDICATOR_LABEL
RWA,2005,WB_WDI_NY_GDP_MKTP_CD,2.93E+09,Rwanda,USD,US dollars,A,A,GDP (current US$)
NER,2007,WB_WDI_NY_GDP_MKTP_CD,5.73E+09,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,2007,WB_WDI_NY_GDP_MKTP_CD,2.78E+11,Nigeria,USD,US dollars,A,A,GDP (current US$)
MKD,2007,WB_WDI_NY_GDP_MKTP_CD,8.34E+09,North Macedonia,USD,US dollars,A,A,GDP (current US$)
MNP,2007,WB_WDI_NY_GDP_MKTP_CD,9.38E+08,Northern Mariana Islands,USD,US dollars,A,A,GDP (current US$)
NOR,2007,WB_WDI_NY_GDP_MKTP_CD,4.03E+11,Norway,USD,US dollars,A,A,GDP (current US$)
OMN,2007,WB_WDI_NY_GDP_MKTP_CD,4.83E+10,Oman,USD,US dollars,A,A,GDP (current US$)
PAK,2007,WB_WDI_NY_GDP_MKTP_CD,1.84E+11,Pakistan,USD,US dollars,A,A,GDP (current US$)
PLW,2007,WB_WDI_NY_GDP_MKTP_CD,2.01E+08,Palau,USD,US dollars,A,A,GDP (current US$)
PAN,2007,WB_WDI_NY_GDP_MKTP_CD,2.17E+10,Panama,USD,US dollars,A,A,GDP (current US$)
PNG,2007,WB_WDI_NY_GDP_MKTP_CD,9.55E+09,Papua New Guinea,USD,US dollars,A,A,GDP (current US$)
PRY,2007,WB_WDI_NY_GDP_MKTP_CD,1.79E+10,Paraguay,USD,US dollars,A,A,GDP (current US$)
PER,2007,WB_WDI_NY_GDP_MKTP_CD,1.02E+11,Peru,USD,US dollars,A,A,GDP (current US$)
ARE,2019,WB_WDI_NY_GDP_MKTP_CD,4.34E+11,United Arab Emirates,USD,US dollars,A,A,GDP (current US$)
GBR,2019,WB_WDI_NY_GDP_MKTP_CD,2.88E+12,United Kingdom,USD,US dollars,A,A,GDP (current US$)
USA,2019,WB_WDI_NY_GDP_MKTP_CD,2.14E+13,United States,USD,US dollars,A,A,GDP (current US$)
URY,2019,WB_WDI_NY_GDP_MKTP_CD,6.22E+10,Uruguay,USD,US dollars,A,A,GDP (current US$)
UZB,2019,WB_WDI_NY_GDP_MKTP_CD,6.73E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
VUT,2019,WB_WDI_NY_GDP_MKTP_CD,9.37E+08,Vanuatu,USD,US dollars,A,A,GDP (current US$)
VEN,2019,WB_WDI_NY_GDP_MKTP_CD,7.30E+10,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,2019,WB_WDI_NY_GDP_MKTP_CD,3.34E+11,Vietnam,USD,US dollars,A,A,GDP (current US$)
VIR,2019,WB_WDI_NY_GDP_MKTP_CD,4.12E+09,Virgin Islands (U.S.),USD,US dollars,A,A,GDP (current US$)
PSE,2019,WB_WDI_NY_GDP_MKTP_CD,1.71E+10,West Bank and Gaza,USD,US dollars,A,A,GDP (current US$)
ZMB,2019,WB_WDI_NY_GDP_MKTP_CD,2.33E+10,Zambia,USD,US dollars,A,A,GDP (current US$)
BRA,2018,WB_WDI_NY_GDP_MKTP_CD,1.92E+12,Brazil,USD,US dollars,A,A,GDP (current US$)
BRN,2018,WB_WDI_NY_GDP_MKTP_CD,1.36E+10,Brunei Darussalam,USD,US dollars,A,A,GDP (current US$)
BGR,2018,WB_WDI_NY_GDP_MKTP_CD,6.61E+10,Bulgaria,USD,US dollars,A,A,GDP (current US$)
BFA,2018,WB_WDI_NY_GDP_MKTP_CD,1.59E+10,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,2018,WB_WDI_NY_GDP_MKTP_CD,2.91E+09,Burundi,USD,US dollars,A,A,GDP (current US$)
CPV,2018,WB_WDI_NY_GDP_MKTP_CD,2.21E+09,Cabo Verde,USD,US dollars,A,A,GDP (current US$)
KHM,2018,WB_WDI_NY_GDP_MKTP_CD,3.31E+10,Cambodia,USD,US dollars,A,A,GDP (current US$)
CMR,2018,WB_WDI_NY_GDP_MKTP_CD,4.00E+10,Cameroon,USD,US dollars,A,A,GDP (current US$)
CAN,2018,WB_WDI_NY_GDP_MKTP_CD,1.73E+12,Canada,USD,US dollars,A,A,GDP (current US$)
CYM,2018,WB_WDI_NY_GDP_MKTP_CD,5.53E+09,Cayman Islands,USD,US dollars,A,A,GDP (current US$)
CIV,2007,WB_WDI_NY_GDP_MKTP_CD,2.88E+10,Côte d?�Ivoire,USD,US dollars,A,A,GDP (current US$)
HRV,2007,WB_WDI_NY_GDP_MKTP_CD,5.93E+10,Croatia,USD,US dollars,A,A,GDP (current US$)
CUB,2007,WB_WDI_NY_GDP_MKTP_CD,5.43E+10,Cuba,USD,US dollars,A,A,GDP (current US$)
CUW,2007,WB_WDI_NY_GDP_MKTP_CD,2.59E+09,Curaçao,USD,US dollars,A,A,GDP (current US$)
CYP,2007,WB_WDI_NY_GDP_MKTP_CD,2.40E+10,Cyprus,USD,US dollars,A,A,GDP (current US$)
CZE,2007,WB_WDI_NY_GDP_MKTP_CD,1.90E+11,Czechia,USD,US dollars,A,A,GDP (current US$)
DNK,2007,WB_WDI_NY_GDP_MKTP_CD,3.20E+11,Denmark,USD,US dollars,A,A,GDP (current US$)
DJI,2007,WB_WDI_NY_GDP_MKTP_CD,8.48E+08,Djibouti,USD,US dollars,A,A,GDP (current US$)
DMA,2007,WB_WDI_NY_GDP_MKTP_CD,4.45E+08,Dominica,USD,US dollars,A,A,GDP (current US$)
DOM,2007,WB_WDI_NY_GDP_MKTP_CD,4.40E+10,Dominican Republic,USD,US dollars,A,A,GDP (current US$)
ECU,2007,WB_WDI_NY_GDP_MKTP_CD,4.98E+10,Ecuador,USD,US dollars,A,A,GDP (current US$)
USA,2016,WB_WDI_NY_GDP_MKTP_CD,1.87E+13,United States,USD,US dollars,A,A,GDP (current US$)
URY,2016,WB_WDI_NY_GDP_MKTP_CD,5.75E+10,Uruguay,USD,US dollars,A,A,GDP (current US$)
UZB,2016,WB_WDI_NY_GDP_MKTP_CD,8.61E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
VUT,2016,WB_WDI_NY_GDP_MKTP_CD,8.04E+08,Vanuatu,USD,US dollars,A,A,GDP (current US$)
VEN,2016,WB_WDI_NY_GDP_MKTP_CD,1.13E+11,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,2016,WB_WDI_NY_GDP_MKTP_CD,2.57E+11,Vietnam,USD,US dollars,A,A,GDP (current US$)
VIR,2016,WB_WDI_NY_GDP_MKTP_CD,3.80E+09,Virgin Islands (U.S.),USD,US dollars,A,A,GDP (current US$)
PSE,2016,WB_WDI_NY_GDP_MKTP_CD,1.54E+10,West Bank and Gaza,USD,US dollars,A,A,GDP (current US$)
YEM,2016,WB_WDI_NY_GDP_MKTP_CD,3.13E+10,"Yemen, Rep.",USD,US dollars,A,A,GDP (current US$)
ZMB,2016,WB_WDI_NY_GDP_MKTP_CD,2.10E+10,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,2016,WB_WDI_NY_GDP_MKTP_CD,2.06E+10,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
GBR,2003,WB_WDI_NY_GDP_MKTP_CD,2.06E+12,United Kingdom,USD,US dollars,A,A,GDP (current US$)
USA,2003,WB_WDI_NY_GDP_MKTP_CD,1.15E+13,United States,USD,US dollars,A,A,GDP (current US$)
URY,2003,WB_WDI_NY_GDP_MKTP_CD,1.20E+10,Uruguay,USD,US dollars,A,A,GDP (current US$)
UZB,2003,WB_WDI_NY_GDP_MKTP_CD,1.01E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
VUT,2003,WB_WDI_NY_GDP_MKTP_CD,3.14E+08,Vanuatu,USD,US dollars,A,A,GDP (current US$)
VEN,2003,WB_WDI_NY_GDP_MKTP_CD,8.36E+10,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,2003,WB_WDI_NY_GDP_MKTP_CD,3.96E+10,Vietnam,USD,US dollars,A,A,GDP (current US$)
VIR,2003,WB_WDI_NY_GDP_MKTP_CD,3.44E+09,Virgin Islands (U.S.),USD,US dollars,A,A,GDP (current US$)
PSE,2003,WB_WDI_NY_GDP_MKTP_CD,3.97E+09,West Bank and Gaza,USD,US dollars,A,A,GDP (current US$)
YEM,2003,WB_WDI_NY_GDP_MKTP_CD,1.18E+10,"Yemen, Rep.",USD,US dollars,A,A,GDP (current US$)
ZMB,2003,WB_WDI_NY_GDP_MKTP_CD,4.90E+09,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,2003,WB_WDI_NY_GDP_MKTP_CD,5.73E+09,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,2004,WB_WDI_NY_GDP_MKTP_CD,4.46E+11,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
BIH,2007,WB_WDI_NY_GDP_MKTP_CD,1.58E+10,Bosnia and Herzegovina,USD,US dollars,A,A,GDP (current US$)
BWA,2007,WB_WDI_NY_GDP_MKTP_CD,1.06E+10,Botswana,USD,US dollars,A,A,GDP (current US$)
BRA,2007,WB_WDI_NY_GDP_MKTP_CD,1.40E+12,Brazil,USD,US dollars,A,A,GDP (current US$)
BRN,2007,WB_WDI_NY_GDP_MKTP_CD,1.34E+10,Brunei Darussalam,USD,US dollars,A,A,GDP (current US$)
BGR,2007,WB_WDI_NY_GDP_MKTP_CD,4.44E+10,Bulgaria,USD,US dollars,A,A,GDP (current US$)
BFA,2007,WB_WDI_NY_GDP_MKTP_CD,7.63E+09,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,2007,WB_WDI_NY_GDP_MKTP_CD,1.36E+09,Burundi,USD,US dollars,A,A,GDP (current US$)
CPV,2007,WB_WDI_NY_GDP_MKTP_CD,1.65E+09,Cabo Verde,USD,US dollars,A,A,GDP (current US$)
KHM,2007,WB_WDI_NY_GDP_MKTP_CD,1.01E+10,Cambodia,USD,US dollars,A,A,GDP (current US$)
CMR,2007,WB_WDI_NY_GDP_MKTP_CD,2.39E+10,Cameroon,USD,US dollars,A,A,GDP (current US$)
FSM,2009,WB_WDI_NY_GDP_MKTP_CD,2.75E+08,"Micronesia, Fed. Sts.",USD,US dollars,A,A,GDP (current US$)
MDA,2009,WB_WDI_NY_GDP_MKTP_CD,5.44E+09,Moldova,USD,US dollars,A,A,GDP (current US$)
MCO,2009,WB_WDI_NY_GDP_MKTP_CD,5.47E+09,Monaco,USD,US dollars,A,A,GDP (current US$)
MNG,2009,WB_WDI_NY_GDP_MKTP_CD,4.58E+09,Mongolia,USD,US dollars,A,A,GDP (current US$)
MNE,2009,WB_WDI_NY_GDP_MKTP_CD,4.14E+09,Montenegro,USD,US dollars,A,A,GDP (current US$)
MAR,2009,WB_WDI_NY_GDP_MKTP_CD,1.01E+11,Morocco,USD,US dollars,A,A,GDP (current US$)
MOZ,2009,WB_WDI_NY_GDP_MKTP_CD,1.23E+10,Mozambique,USD,US dollars,A,A,GDP (current US$)
MMR,2009,WB_WDI_NY_GDP_MKTP_CD,3.69E+10,Myanmar,USD,US dollars,A,A,GDP (current US$)
NAM,2009,WB_WDI_NY_GDP_MKTP_CD,8.94E+09,Namibia,USD,US dollars,A,A,GDP (current US$)
NRU,2009,WB_WDI_NY_GDP_MKTP_CD,4.42E+07,Nauru,USD,US dollars,A,A,GDP (current US$)
NPL,2009,WB_WDI_NY_GDP_MKTP_CD,1.29E+10,Nepal,USD,US dollars,A,A,GDP (current US$)
NLD,2009,WB_WDI_NY_GDP_MKTP_CD,8.79E+11,Netherlands,USD,US dollars,A,A,GDP (current US$)
NRU,2008,WB_WDI_NY_GDP_MKTP_CD,3.76E+07,Nauru,USD,US dollars,A,A,GDP (current US$)
NPL,2008,WB_WDI_NY_GDP_MKTP_CD,1.25E+10,Nepal,USD,US dollars,A,A,GDP (current US$)
NLD,2008,WB_WDI_NY_GDP_MKTP_CD,9.58E+11,Netherlands,USD,US dollars,A,A,GDP (current US$)
NCL,2008,WB_WDI_NY_GDP_MKTP_CD,9.07E+09,New Caledonia,USD,US dollars,A,A,GDP (current US$)
NZL,2008,WB_WDI_NY_GDP_MKTP_CD,1.33E+11,New Zealand,USD,US dollars,A,A,GDP (current US$)
NIC,2008,WB_WDI_NY_GDP_MKTP_CD,8.50E+09,Nicaragua,USD,US dollars,A,A,GDP (current US$)
NER,2008,WB_WDI_NY_GDP_MKTP_CD,7.30E+09,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,2008,WB_WDI_NY_GDP_MKTP_CD,3.39E+11,Nigeria,USD,US dollars,A,A,GDP (current US$)
MKD,2008,WB_WDI_NY_GDP_MKTP_CD,9.91E+09,North Macedonia,USD,US dollars,A,A,GDP (current US$)
MNP,2008,WB_WDI_NY_GDP_MKTP_CD,9.39E+08,Northern Mariana Islands,USD,US dollars,A,A,GDP (current US$)
NOR,2008,WB_WDI_NY_GDP_MKTP_CD,4.65E+11,Norway,USD,US dollars,A,A,GDP (current US$)
OMN,2008,WB_WDI_NY_GDP_MKTP_CD,6.98E+10,Oman,USD,US dollars,A,A,GDP (current US$)
CHE,2006,WB_WDI_NY_GDP_MKTP_CD,4.42E+11,Switzerland,USD,US dollars,A,A,GDP (current US$)
SYR,2006,WB_WDI_NY_GDP_MKTP_CD,3.38E+10,Syrian Arab Republic,USD,US dollars,A,A,GDP (current US$)
TJK,2006,WB_WDI_NY_GDP_MKTP_CD,2.83E+09,Tajikistan,USD,US dollars,A,A,GDP (current US$)
TZA,2006,WB_WDI_NY_GDP_MKTP_CD,1.86E+10,Tanzania,USD,US dollars,A,A,GDP (current US$)
THA,2006,WB_WDI_NY_GDP_MKTP_CD,2.22E+11,Thailand,USD,US dollars,A,A,GDP (current US$)
TLS,2006,WB_WDI_NY_GDP_MKTP_CD,4.54E+08,Timor-Leste,USD,US dollars,A,A,GDP (current US$)
TGO,2006,WB_WDI_NY_GDP_MKTP_CD,3.32E+09,Togo,USD,US dollars,A,A,GDP (current US$)
TON,2006,WB_WDI_NY_GDP_MKTP_CD,2.92E+08,Tonga,USD,US dollars,A,A,GDP (current US$)
TTO,2006,WB_WDI_NY_GDP_MKTP_CD,1.84E+10,Trinidad and Tobago,USD,US dollars,A,A,GDP (current US$)
TUN,2006,WB_WDI_NY_GDP_MKTP_CD,3.44E+10,Tunisia,USD,US dollars,A,A,GDP (current US$)
SLV,2018,WB_WDI_NY_GDP_MKTP_CD,2.60E+10,El Salvador,USD,US dollars,A,A,GDP (current US$)
GNQ,2018,WB_WDI_NY_GDP_MKTP_CD,1.31E+10,Equatorial Guinea,USD,US dollars,A,A,GDP (current US$)
EST,2018,WB_WDI_NY_GDP_MKTP_CD,3.12E+10,Estonia,USD,US dollars,A,A,GDP (current US$)
SWZ,2018,WB_WDI_NY_GDP_MKTP_CD,4.64E+09,Eswatini,USD,US dollars,A,A,GDP (current US$)
ETH,2018,WB_WDI_NY_GDP_MKTP_CD,8.33E+10,Ethiopia,USD,US dollars,A,A,GDP (current US$)
FRO,2018,WB_WDI_NY_GDP_MKTP_CD,3.19E+09,Faroe Islands,USD,US dollars,A,A,GDP (current US$)
FJI,2018,WB_WDI_NY_GDP_MKTP_CD,5.58E+09,Fiji,USD,US dollars,A,A,GDP (current US$)
FIN,2018,WB_WDI_NY_GDP_MKTP_CD,2.74E+11,Finland,USD,US dollars,A,A,GDP (current US$)
FRA,2018,WB_WDI_NY_GDP_MKTP_CD,2.78E+12,France,USD,US dollars,A,A,GDP (current US$)
PYF,2018,WB_WDI_NY_GDP_MKTP_CD,6.14E+09,French Polynesia,USD,US dollars,A,A,GDP (current US$)
GAB,2018,WB_WDI_NY_GDP_MKTP_CD,1.69E+10,Gabon,USD,US dollars,A,A,GDP (current US$)
GMB,2018,WB_WDI_NY_GDP_MKTP_CD,1.67E+09,"Gambia, The",USD,US dollars,A,A,GDP (current US$)
PAN,2018,WB_WDI_NY_GDP_MKTP_CD,6.73E+10,Panama,USD,US dollars,A,A,GDP (current US$)
PNG,2018,WB_WDI_NY_GDP_MKTP_CD,2.41E+10,Papua New Guinea,USD,US dollars,A,A,GDP (current US$)
PRY,2018,WB_WDI_NY_GDP_MKTP_CD,4.02E+10,Paraguay,USD,US dollars,A,A,GDP (current US$)
PER,2018,WB_WDI_NY_GDP_MKTP_CD,2.23E+11,Peru,USD,US dollars,A,A,GDP (current US$)
PHL,2018,WB_WDI_NY_GDP_MKTP_CD,3.47E+11,Philippines,USD,US dollars,A,A,GDP (current US$)
POL,2018,WB_WDI_NY_GDP_MKTP_CD,5.95E+11,Poland,USD,US dollars,A,A,GDP (current US$)
PRT,2018,WB_WDI_NY_GDP_MKTP_CD,2.42E+11,Portugal,USD,US dollars,A,A,GDP (current US$)
PRI,2018,WB_WDI_NY_GDP_MKTP_CD,1.01E+11,Puerto Rico,USD,US dollars,A,A,GDP (current US$)
QAT,2018,WB_WDI_NY_GDP_MKTP_CD,1.83E+11,Qatar,USD,US dollars,A,A,GDP (current US$)
ROU,2018,WB_WDI_NY_GDP_MKTP_CD,2.42E+11,Romania,USD,US dollars,A,A,GDP (current US$)
RUS,2018,WB_WDI_NY_GDP_MKTP_CD,1.66E+12,Russian Federation,USD,US dollars,A,A,GDP (current US$)
UZB,2022,WB_WDI_NY_GDP_MKTP_CD,9.01E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
VUT,2022,WB_WDI_NY_GDP_MKTP_CD,1.06E+09,Vanuatu,USD,US dollars,A,A,GDP (current US$)
VEN,2022,WB_WDI_NY_GDP_MKTP_CD,8.90E+10,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,2022,WB_WDI_NY_GDP_MKTP_CD,4.13E+11,Vietnam,USD,US dollars,A,A,GDP (current US$)
VIR,2022,WB_WDI_NY_GDP_MKTP_CD,4.67E+09,Virgin Islands (U.S.),USD,US dollars,A,A,GDP (current US$)
PSE,2022,WB_WDI_NY_GDP_MKTP_CD,1.92E+10,West Bank and Gaza,USD,US dollars,A,A,GDP (current US$)
ZMB,2022,WB_WDI_NY_GDP_MKTP_CD,2.92E+10,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,2022,WB_WDI_NY_GDP_MKTP_CD,4.08E+10,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,2023,WB_WDI_NY_GDP_MKTP_CD,1.18E+12,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,2023,WB_WDI_NY_GDP_MKTP_CD,9.38E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,2023,WB_WDI_NY_GDP_MKTP_CD,3.62E+12,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,2023,WB_WDI_NY_GDP_MKTP_CD,7.95E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,2023,WB_WDI_NY_GDP_MKTP_CD,2.27E+12,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,2023,WB_WDI_NY_GDP_MKTP_CD,1.49E+13,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SEN,2007,WB_WDI_NY_GDP_MKTP_CD,1.40E+10,Senegal,USD,US dollars,A,A,GDP (current US$)
SRB,2007,WB_WDI_NY_GDP_MKTP_CD,4.49E+10,Serbia,USD,US dollars,A,A,GDP (current US$)
SYC,2007,WB_WDI_NY_GDP_MKTP_CD,1.08E+09,Seychelles,USD,US dollars,A,A,GDP (current US$)
SLE,2007,WB_WDI_NY_GDP_MKTP_CD,3.63E+09,Sierra Leone,USD,US dollars,A,A,GDP (current US$)
SGP,2007,WB_WDI_NY_GDP_MKTP_CD,1.81E+11,Singapore,USD,US dollars,A,A,GDP (current US$)
SVK,2007,WB_WDI_NY_GDP_MKTP_CD,8.66E+10,Slovak Republic,USD,US dollars,A,A,GDP (current US$)
SVN,2007,WB_WDI_NY_GDP_MKTP_CD,4.79E+10,Slovenia,USD,US dollars,A,A,GDP (current US$)
SLB,2007,WB_WDI_NY_GDP_MKTP_CD,6.95E+08,Solomon Islands,USD,US dollars,A,A,GDP (current US$)
SOM,2007,WB_WDI_NY_GDP_MKTP_CD,5.43E+09,Federal Republic of Somalia,USD,US dollars,A,A,GDP (current US$)
ZAF,2007,WB_WDI_NY_GDP_MKTP_CD,3.33E+11,South Africa,USD,US dollars,A,A,GDP (current US$)
ESP,2007,WB_WDI_NY_GDP_MKTP_CD,1.48E+12,Spain,USD,US dollars,A,A,GDP (current US$)
PAK,2008,WB_WDI_NY_GDP_MKTP_CD,2.02E+11,Pakistan,USD,US dollars,A,A,GDP (current US$)
PLW,2008,WB_WDI_NY_GDP_MKTP_CD,2.01E+08,Palau,USD,US dollars,A,A,GDP (current US$)
PAN,2008,WB_WDI_NY_GDP_MKTP_CD,2.57E+10,Panama,USD,US dollars,A,A,GDP (current US$)
PNG,2008,WB_WDI_NY_GDP_MKTP_CD,1.17E+10,Papua New Guinea,USD,US dollars,A,A,GDP (current US$)
PRY,2008,WB_WDI_NY_GDP_MKTP_CD,2.46E+10,Paraguay,USD,US dollars,A,A,GDP (current US$)
PER,2008,WB_WDI_NY_GDP_MKTP_CD,1.21E+11,Peru,USD,US dollars,A,A,GDP (current US$)
PHL,2008,WB_WDI_NY_GDP_MKTP_CD,1.82E+11,Philippines,USD,US dollars,A,A,GDP (current US$)
POL,2008,WB_WDI_NY_GDP_MKTP_CD,5.36E+11,Poland,USD,US dollars,A,A,GDP (current US$)
PRT,2008,WB_WDI_NY_GDP_MKTP_CD,2.63E+11,Portugal,USD,US dollars,A,A,GDP (current US$)
PRI,2008,WB_WDI_NY_GDP_MKTP_CD,9.36E+10,Puerto Rico,USD,US dollars,A,A,GDP (current US$)
QAT,2008,WB_WDI_NY_GDP_MKTP_CD,1.15E+11,Qatar,USD,US dollars,A,A,GDP (current US$)
BFA,2019,WB_WDI_NY_GDP_MKTP_CD,1.60E+10,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,2019,WB_WDI_NY_GDP_MKTP_CD,2.87E+09,Burundi,USD,US dollars,A,A,GDP (current US$)
CPV,2019,WB_WDI_NY_GDP_MKTP_CD,2.25E+09,Cabo Verde,USD,US dollars,A,A,GDP (current US$)
KHM,2019,WB_WDI_NY_GDP_MKTP_CD,3.67E+10,Cambodia,USD,US dollars,A,A,GDP (current US$)
CMR,2019,WB_WDI_NY_GDP_MKTP_CD,3.97E+10,Cameroon,USD,US dollars,A,A,GDP (current US$)
CAN,2019,WB_WDI_NY_GDP_MKTP_CD,1.74E+12,Canada,USD,US dollars,A,A,GDP (current US$)
CYM,2019,WB_WDI_NY_GDP_MKTP_CD,5.94E+09,Cayman Islands,USD,US dollars,A,A,GDP (current US$)
CAF,2019,WB_WDI_NY_GDP_MKTP_CD,2.22E+09,Central African Republic,USD,US dollars,A,A,GDP (current US$)
TCD,2019,WB_WDI_NY_GDP_MKTP_CD,1.49E+10,Chad,USD,US dollars,A,A,GDP (current US$)
CHI,2019,WB_WDI_NY_GDP_MKTP_CD,1.00E+10,Channel Islands,USD,US dollars,A,A,GDP (current US$)
CHL,2019,WB_WDI_NY_GDP_MKTP_CD,2.78E+11,Chile,USD,US dollars,A,A,GDP (current US$)
CHN,2019,WB_WDI_NY_GDP_MKTP_CD,1.46E+13,China,USD,US dollars,A,A,GDP (current US$)
FRA,2009,WB_WDI_NY_GDP_MKTP_CD,2.70E+12,France,USD,US dollars,A,A,GDP (current US$)
PYF,2009,WB_WDI_NY_GDP_MKTP_CD,6.58E+09,French Polynesia,USD,US dollars,A,A,GDP (current US$)
GAB,2009,WB_WDI_NY_GDP_MKTP_CD,1.21E+10,Gabon,USD,US dollars,A,A,GDP (current US$)
GMB,2009,WB_WDI_NY_GDP_MKTP_CD,1.45E+09,"Gambia, The",USD,US dollars,A,A,GDP (current US$)
GEO,2009,WB_WDI_NY_GDP_MKTP_CD,1.08E+10,Georgia,USD,US dollars,A,A,GDP (current US$)
DEU,2009,WB_WDI_NY_GDP_MKTP_CD,3.48E+12,Germany,USD,US dollars,A,A,GDP (current US$)
GHA,2009,WB_WDI_NY_GDP_MKTP_CD,2.60E+10,Ghana,USD,US dollars,A,A,GDP (current US$)
GRC,2009,WB_WDI_NY_GDP_MKTP_CD,3.27E+11,Greece,USD,US dollars,A,A,GDP (current US$)
GRL,2009,WB_WDI_NY_GDP_MKTP_CD,2.53E+09,Greenland,USD,US dollars,A,A,GDP (current US$)
GRD,2009,WB_WDI_NY_GDP_MKTP_CD,7.71E+08,Grenada,USD,US dollars,A,A,GDP (current US$)
GUM,2009,WB_WDI_NY_GDP_MKTP_CD,4.83E+09,Guam,USD,US dollars,A,A,GDP (current US$)
GTM,2009,WB_WDI_NY_GDP_MKTP_CD,3.71E+10,Guatemala,USD,US dollars,A,A,GDP (current US$)
GIN,2009,WB_WDI_NY_GDP_MKTP_CD,6.72E+09,Guinea,USD,US dollars,A,A,GDP (current US$)
COG,2009,WB_WDI_NY_GDP_MKTP_CD,9.72E+09,"Congo, Rep.",USD,US dollars,A,A,GDP (current US$)
CRI,2009,WB_WDI_NY_GDP_MKTP_CD,3.07E+10,Costa Rica,USD,US dollars,A,A,GDP (current US$)
CIV,2009,WB_WDI_NY_GDP_MKTP_CD,3.39E+10,Côte d?�Ivoire,USD,US dollars,A,A,GDP (current US$)
HRV,2009,WB_WDI_NY_GDP_MKTP_CD,6.23E+10,Croatia,USD,US dollars,A,A,GDP (current US$)
CUB,2009,WB_WDI_NY_GDP_MKTP_CD,5.75E+10,Cuba,USD,US dollars,A,A,GDP (current US$)
CUW,2009,WB_WDI_NY_GDP_MKTP_CD,2.87E+09,Curaçao,USD,US dollars,A,A,GDP (current US$)
CYP,2009,WB_WDI_NY_GDP_MKTP_CD,2.60E+10,Cyprus,USD,US dollars,A,A,GDP (current US$)
CZE,2009,WB_WDI_NY_GDP_MKTP_CD,2.07E+11,Czechia,USD,US dollars,A,A,GDP (current US$)
DNK,2009,WB_WDI_NY_GDP_MKTP_CD,3.23E+11,Denmark,USD,US dollars,A,A,GDP (current US$)
DJI,2009,WB_WDI_NY_GDP_MKTP_CD,1.05E+09,Djibouti,USD,US dollars,A,A,GDP (current US$)
DMA,2009,WB_WDI_NY_GDP_MKTP_CD,5.16E+08,Dominica,USD,US dollars,A,A,GDP (current US$)
DOM,2009,WB_WDI_NY_GDP_MKTP_CD,4.82E+10,Dominican Republic,USD,US dollars,A,A,GDP (current US$)
ECU,2009,WB_WDI_NY_GDP_MKTP_CD,6.01E+10,Ecuador,USD,US dollars,A,A,GDP (current US$)
EGY,2009,WB_WDI_NY_GDP_MKTP_CD,1.89E+11,"Egypt, Arab Rep.",USD,US dollars,A,A,GDP (current US$)
SLV,2009,WB_WDI_NY_GDP_MKTP_CD,1.76E+10,El Salvador,USD,US dollars,A,A,GDP (current US$)
GNQ,2009,WB_WDI_NY_GDP_MKTP_CD,1.50E+10,Equatorial Guinea,USD,US dollars,A,A,GDP (current US$)
ERI,2009,WB_WDI_NY_GDP_MKTP_CD,1.86E+09,Eritrea,USD,US dollars,A,A,GDP (current US$)
EST,2009,WB_WDI_NY_GDP_MKTP_CD,1.96E+10,Estonia,USD,US dollars,A,A,GDP (current US$)
SWZ,2009,WB_WDI_NY_GDP_MKTP_CD,3.53E+09,Eswatini,USD,US dollars,A,A,GDP (current US$)
ETH,2009,WB_WDI_NY_GDP_MKTP_CD,3.24E+10,Ethiopia,USD,US dollars,A,A,GDP (current US$)
FRO,2009,WB_WDI_NY_GDP_MKTP_CD,2.30E+09,Faroe Islands,USD,US dollars,A,A,GDP (current US$)
