REF_AREA,REF_AREA_LABEL,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE
OMN,Oman,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,1.007218342,PC_A
PAK,Pakistan,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.947698287,PC_A
PLW,Palau,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,1.430104293,PC_A
PAN,Panama,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,1.094025891,PC_A
PNG,Papua New Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,0.834815601,PC_A
PRY,Paraguay,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,11.4940816,PC_A
PER,Peru,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,0.349063699,PC_A
PHL,Philippines,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,5.562970252,PC_A
PRT,Portugal,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,5.602597793,PC_A
PRI,Puerto Rico,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,5.950682236,PC_A
QAT,Qatar,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-7.305433187,PC_A
RWA,Rwanda,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,1.994109481,PC_A
WSM,Samoa,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-0.775193741,PC_A
STP,São Tomé and Príncipe,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,23.41752893,PC_A
SAU,Saudi Arabia,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,5.891383316,PC_A
SEN,Senegal,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-2.682905305,PC_A
SYC,Seychelles,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-6.190226815,PC_A
SLE,Sierra Leone,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,0.046675803,PC_A
SGP,Singapore,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,6.852442394,PC_A
SOM,Federal Republic of Somalia,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,13.64532903,PC_A
ZAF,South Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-0.093979116,PC_A
AND,Andorra,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,0.54220567,PC_A
ARG,Argentina,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-0.028412104,PC_A
AUS,Australia,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,1.338700558,PC_A
AUT,Austria,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-0.363735782,PC_A
BHS,"Bahamas, The",WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-14.80312631,PC_A
BHR,Bahrain,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-8.83482715,PC_A
BGD,Bangladesh,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-4.088214092,PC_A
BRB,Barbados,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-1.900000003,PC_A
BEL,Belgium,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-1.965941883,PC_A
BLZ,Belize,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,3.592824377,PC_A
BEN,Benin,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-4.895345447,PC_A
BMU,Bermuda,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,3.768115968,PC_A
BTN,Bhutan,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-3.307320698,PC_A
BOL,Bolivia,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,7.311017731,PC_A
BWA,Botswana,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,8.446250377,PC_A
BRA,Brazil,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,5.166649084,PC_A
BRN,Brunei Darussalam,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,-0.645291579,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,2.998382897,PC_A
BDI,Burundi,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,0.697920236,PC_A
CMR,Cameroon,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,11.24505878,PC_A
CAN,Canada,WB_WDI_NY_GDP_MKTP_KD_ZG,1975,1.545403326,PC_A
BOL,Bolivia,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,4.614567486,PC_A
BWA,Botswana,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,10.64737671,PC_A
BRA,Brazil,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,10.25712953,PC_A
BRN,Brunei Darussalam,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,20.87413983,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,8.534894961,PC_A
BDI,Burundi,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,7.942660976,PC_A
KHM,Cambodia,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,0,PC_A
CMR,Cameroon,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,-5.495138397,PC_A
CAN,Canada,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.889275863,PC_A
CAF,Central African Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.432518987,PC_A
TCD,Chad,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,2.98076527,PC_A
CHL,Chile,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,3.604694845,PC_A
CHN,China,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,-1.570000002,PC_A
COL,Colombia,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,4.728368735,PC_A
COD,"Congo, Dem. Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1976,-5.309002081,PC_A
COG,"Congo, Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1976,0.916286751,PC_A
CRI,Costa Rica,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.517564403,PC_A
CIV,Côte d?�Ivoire,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,12.91639744,PC_A
CUB,Cuba,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.427960459,PC_A
CYP,Cyprus,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,20.26629217,PC_A
DNK,Denmark,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.993401952,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,6.728122642,PC_A
ECU,Ecuador,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,7.397187619,PC_A
EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1976,13.27968944,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.049260174,PC_A
SWZ,Eswatini,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,-2.119437766,PC_A
ETH,Ethiopia,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,0.148810316,PC_A
FJI,Fiji,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,2.736163255,PC_A
FIN,Finland,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,0.344383187,PC_A
FRA,France,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,4.337556475,PC_A
PYF,French Polynesia,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,8.203616326,PC_A
GAB,Gabon,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,35.62533797,PC_A
GMB,"Gambia, The",WB_WDI_NY_GDP_MKTP_KD_ZG,1976,7.351225732,PC_A
GEO,Georgia,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,6.09953236,PC_A
DEU,Germany,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,4.949258435,PC_A
GHA,Ghana,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,-3.530182806,PC_A
GRC,Greece,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,6.851898696,PC_A
GRL,Greenland,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.959208506,PC_A
GTM,Guatemala,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,7.387265625,PC_A
GIN,Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,7.923368315,PC_A
GNB,Guinea-Bissau,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,4.943455305,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,6.780061728,PC_A
SWZ,Eswatini,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,1.009592908,PC_A
ETH,Ethiopia,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,2.725681626,PC_A
FJI,Fiji,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,5.904011824,PC_A
FIN,Finland,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,0.23951063,PC_A
FRA,France,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.55415569,PC_A
PYF,French Polynesia,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,2.078992703,PC_A
GAB,Gabon,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-12.58209117,PC_A
GMB,"Gambia, The",WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.43957606,PC_A
GEO,Georgia,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,6.894300095,PC_A
DEU,Germany,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.34721808,PC_A
GHA,Ghana,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,2.274107242,PC_A
GRC,Greece,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,2.941000906,PC_A
GRL,Greenland,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,8.822315297,PC_A
GTM,Guatemala,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,7.809220684,PC_A
GIN,Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-3.353069844,PC_A
GNB,Guinea-Bissau,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-7.170069971,PC_A
GUY,Guyana,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,-2.638679661,PC_A
HTI,Haiti,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.708146437,PC_A
HND,Honduras,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,8.678249084,PC_A
HKG,"Hong Kong SAR, China",WB_WDI_NY_GDP_MKTP_KD_ZG,1977,11.72560284,PC_A
HUN,Hungary,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,7.6,PC_A
ISL,Iceland,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,8.822277264,PC_A
SOM,Federal Republic of Somalia,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,-12.14936573,PC_A
ZAF,South Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,4.571944746,PC_A
ESP,Spain,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,7.788465342,PC_A
LKA,Sri Lanka,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,7.057398935,PC_A
VCT,St. Vincent and the Grenadines,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,-11.10133493,PC_A
SDN,Sudan,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,0.632195249,PC_A
SUR,Suriname,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,-1.799999992,PC_A
SWE,Sweden,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,3.967981156,PC_A
CHE,Switzerland,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,3.049907377,PC_A
SYR,Syrian Arab Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,-10.46985494,PC_A
TZA,Tanzania,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,6.191962421,PC_A
THA,Thailand,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,10.23643301,PC_A
TGO,Togo,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,3.837484002,PC_A
TTO,Trinidad and Tobago,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,1.656420766,PC_A
TUN,Tunisia,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,-0.654643502,PC_A
TUR,Türkiye,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,3.262334518,PC_A
TUV,Tuvalu,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,-1.9305,PC_A
ARE,United Arab Emirates,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,76.62015504,PC_A
GBR,United Kingdom,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,7.313524242,PC_A
USA,United States,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,5.645679763,PC_A
EUU,European Union,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.893086823,PC_A
FCS,Fragile and conflict affected situations,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-0.835842639,PC_A
HPC,Heavily indebted poor countries (HIPC),WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.50259317,PC_A
HIC,High income,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.868578579,PC_A
IBD,IBRD only,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.938911247,PC_A
IBT,IDA & IBRD total,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.865138697,PC_A
IDB,IDA blend,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.146760762,PC_A
IDX,IDA only,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.210381298,PC_A
IDA,IDA total,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.263738045,PC_A
LTE,Late-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.728645109,PC_A
LCN,Latin America & Caribbean,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.214085905,PC_A
LAC,Latin America & Caribbean (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.363654301,PC_A
TLA,Latin America & Caribbean (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.115654092,PC_A
LDC,Least developed countries: UN classification,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.743348283,PC_A
LMY,Low & middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.054141131,PC_A
LIC,Low income,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-0.036501543,PC_A
LMC,Lower middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.673091866,PC_A
MEA,"Middle East, North Africa, Afghanistan & Pakistan",WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.877554535,PC_A
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.84836613,PC_A
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.84836613,PC_A
MIC,Middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.117143912,PC_A
NAC,North America,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.557236709,PC_A
OED,OECD members,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.769400412,PC_A
OSS,Other small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.891206111,PC_A
PSS,Pacific island small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.522801851,PC_A
SGP,Singapore,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,6.117404371,PC_A
SOM,Federal Republic of Somalia,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,0.752491357,PC_A
ZAF,South Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,6.111122104,PC_A
ESP,Spain,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,5.618785647,PC_A
LKA,Sri Lanka,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,3.845830836,PC_A
VCT,St. Vincent and the Grenadines,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,-8.820591618,PC_A
SDN,Sudan,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,11.44528916,PC_A
SUR,Suriname,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,0.399999992,PC_A
SWE,Sweden,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,3.198195619,PC_A
CHE,Switzerland,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,1.45490788,PC_A
SYR,Syrian Arab Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,25.79577285,PC_A
TZA,Tanzania,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,2.113390718,PC_A
THA,Thailand,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,4.466253386,PC_A
TGO,Togo,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,4.832849118,PC_A
TTO,Trinidad and Tobago,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,3.807604009,PC_A
TUN,Tunisia,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,8.074782334,PC_A
TUR,Türkiye,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,5.594474403,PC_A
TUV,Tuvalu,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,-1.6781,PC_A
ARE,United Arab Emirates,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,14.49804127,PC_A
GBR,United Kingdom,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,-1.679697926,PC_A
CHN,China,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,7.760000001,PC_A
COL,Colombia,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,6.722954969,PC_A
COD,"Congo, Dem. Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1973,8.137275887,PC_A
COG,"Congo, Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1973,8.231188946,PC_A
CRI,Costa Rica,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,7.708915812,PC_A
CIV,Côte d?�Ivoire,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,5.939197536,PC_A
CUB,Cuba,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,3.434488536,PC_A
DNK,Denmark,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,4.719492911,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,12.89576373,PC_A
ECU,Ecuador,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,13.95068213,PC_A
EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1973,3.506830162,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,4.861673504,PC_A
SWZ,Eswatini,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,9.018673739,PC_A
ETH,Ethiopia,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,5.109869507,PC_A
FJI,Fiji,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,11.61286849,PC_A
FIN,Finland,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,6.983828356,PC_A
FRA,France,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,6.194584066,PC_A
PYF,French Polynesia,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,7.802561119,PC_A
GAB,Gabon,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,10.18243362,PC_A
GMB,"Gambia, The",WB_WDI_NY_GDP_MKTP_KD_ZG,1973,9.250329253,PC_A
GEO,Georgia,WB_WDI_NY_GDP_MKTP_KD_ZG,1973,6.482545611,PC_A
EAR,Early-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,1.041332901,PC_A
EAS,East Asia & Pacific,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,5.712437626,PC_A
EAP,East Asia & Pacific (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1985,7.93235425,PC_A
TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1985,7.929714771,PC_A
EMU,Euro area,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,2.30475364,PC_A
ECS,Europe & Central Asia,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,2.681900127,PC_A
EUU,European Union,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,2.31656034,PC_A
FCS,Fragile and conflict affected situations,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.714127941,PC_A
HPC,Heavily indebted poor countries (HIPC),WB_WDI_NY_GDP_MKTP_KD_ZG,1985,1.413223991,PC_A
HIC,High income,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.508836671,PC_A
IBD,IBRD only,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,4.410006804,PC_A
IBT,IDA & IBRD total,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,4.377148357,PC_A
IDB,IDA blend,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,5.984622686,PC_A
IDX,IDA only,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,2.097140978,PC_A
IDA,IDA total,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,4.106638967,PC_A
LTE,Late-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,7.241609538,PC_A
LCN,Latin America & Caribbean,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.044132669,PC_A
LAC,Latin America & Caribbean (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.154376616,PC_A
TLA,Latin America & Caribbean (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.072146067,PC_A
LDC,Least developed countries: UN classification,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,1.687878113,PC_A
LMY,Low & middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,4.492611025,PC_A
LIC,Low income,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,1.949746809,PC_A
LMC,Lower middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.956475152,PC_A
SWE,Sweden,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,6.473673964,PC_A
CHE,Switzerland,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,6.377406519,PC_A
SYR,Syrian Arab Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,-1.796852875,PC_A
TZA,Tanzania,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,-46.43303514,PC_A
THA,Thailand,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,11.40794907,PC_A
TGO,Togo,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,2.524302645,PC_A
TTO,Trinidad and Tobago,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,3.533635678,PC_A
TUN,Tunisia,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,4.669631773,PC_A
TUR,Türkiye,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,3.233508973,PC_A
GBR,United Kingdom,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,2.708581537,PC_A
USA,United States,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,0.216606498,PC_A
URY,Uruguay,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,2.333213381,PC_A
VEN,"Venezuela, RB",WB_WDI_NY_GDP_MKTP_KD_ZG,1970,7.711914381,PC_A
ZMB,Zambia,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,4.797112903,PC_A
ZWE,Zimbabwe,WB_WDI_NY_GDP_MKTP_KD_ZG,1970,22.56515084,PC_A
AFE,Eastern & Southern Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1971,5.482263976,PC_A
AFW,Western & Central Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1971,10.40737486,PC_A
ARB,Arab World,WB_WDI_NY_GDP_MKTP_KD_ZG,1971,7.481602875,PC_A
CSS,Caribbean small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1971,2.357662228,PC_A
EAR,Early-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1971,5.327415784,PC_A
EAS,East Asia & Pacific,WB_WDI_NY_GDP_MKTP_KD_ZG,1971,5.285559872,PC_A
AND,Andorra,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,1.46300017,PC_A
ATG,Antigua and Barbuda,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,4.383512477,PC_A
ARG,Argentina,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,-4.506124802,PC_A
AUS,Australia,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,0.89536344,PC_A
AUT,Austria,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,-0.210653652,PC_A
BHS,"Bahamas, The",WB_WDI_NY_GDP_MKTP_KD_ZG,1978,14.17952015,PC_A
BHR,Bahrain,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,3.862268599,PC_A
BGD,Bangladesh,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,7.073837733,PC_A
BRB,Barbados,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,4.876939311,PC_A
BEL,Belgium,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,2.841896817,PC_A
BLZ,Belize,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,7.920807173,PC_A
BEN,Benin,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,1.255078028,PC_A
BMU,Bermuda,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,1.45278452,PC_A
BTN,Bhutan,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,7.126511958,PC_A
BOL,Bolivia,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,2.052694566,PC_A
BWA,Botswana,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,14.33280159,PC_A
BRA,Brazil,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,4.969897689,PC_A
BRN,Brunei Darussalam,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,7.019134261,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,4.607825,PC_A
BDI,Burundi,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,-0.940575988,PC_A
KHM,Cambodia,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,0,PC_A
CMR,Cameroon,WB_WDI_NY_GDP_MKTP_KD_ZG,1978,22.00300492,PC_A
COL,Colombia,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,5.745757189,PC_A
COD,"Congo, Dem. Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1974,3.130585879,PC_A
COG,"Congo, Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1974,7.885520811,PC_A
CRI,Costa Rica,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,5.544899991,PC_A
CIV,Côte d?�Ivoire,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,4.327380858,PC_A
CUB,Cuba,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,0.984491816,PC_A
DNK,Denmark,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,-0.964267384,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,6.001902903,PC_A
ECU,Ecuador,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,11.20850963,PC_A
EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1974,1.558938572,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,5.336001107,PC_A
SWZ,Eswatini,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,5.743486905,PC_A
ETH,Ethiopia,WB_WDI_NY_GDP_MKTP_KD_ZG,1974,3.273658324,PC_A
